,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
283377,5,Prevalence,4743,European Union,2,Female,11,30-34 years,465,Ovarian cancer,2,Percent,1990,0.0003209303120357,0.0003446541542525,0.0002789960882061
283378,5,Prevalence,4743,European Union,1,Male,11,30-34 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
283379,5,Prevalence,4743,European Union,2,Female,11,30-34 years,465,Ovarian cancer,3,Rate,1990,31.901542121377307,34.28099048887548,27.74595117616241
327118,6,Incidence,4743,European Union,2,Female,1,<5 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
283916,5,Prevalence,4743,European Union,1,Male,14,45-49 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
283918,5,Prevalence,4743,European Union,1,Male,14,45-49 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
284454,5,Prevalence,4743,European Union,1,Male,17,60-64 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
284455,5,Prevalence,4743,European Union,2,Female,17,60-64 years,465,Ovarian cancer,1,Number,1990,21998.071605871894,23289.80434273879,20016.50438113725
284456,5,Prevalence,4743,European Union,1,Male,17,60-64 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
284457,5,Prevalence,4743,European Union,2,Female,17,60-64 years,465,Ovarian cancer,2,Percent,1990,0.0016362974095045,0.0017320459324696,0.0014891597959653
284458,5,Prevalence,4743,European Union,1,Male,17,60-64 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
284459,5,Prevalence,4743,European Union,2,Female,17,60-64 years,465,Ovarian cancer,3,Rate,1990,163.42522889482922,173.02160270320738,148.70402591509574
284634,5,Prevalence,4743,European Union,1,Male,18,65-69 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
284635,5,Prevalence,4743,European Union,2,Female,18,65-69 years,465,Ovarian cancer,1,Number,1990,21149.68967260004,22416.194080374124,19130.972309932225
284636,5,Prevalence,4743,European Union,1,Male,18,65-69 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
284637,5,Prevalence,4743,European Union,2,Female,18,65-69 years,465,Ovarian cancer,2,Percent,1990,0.0016543040723504,0.0017535160014127,0.0014963766780851
284638,5,Prevalence,4743,European Union,1,Male,18,65-69 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
284639,5,Prevalence,4743,European Union,2,Female,18,65-69 years,465,Ovarian cancer,3,Rate,1990,165.30287144063445,175.20168407278877,149.52487271621956
284279,5,Prevalence,4743,European Union,2,Female,16,55-59 years,465,Ovarian cancer,3,Rate,1990,159.966156580749,168.97806329969333,141.63881441351242
283919,5,Prevalence,4743,European Union,2,Female,14,45-49 years,465,Ovarian cancer,3,Rate,1990,131.9585177512754,140.71714354101363,109.40270282294864
284094,5,Prevalence,4743,European Union,1,Male,15,50-54 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
284095,5,Prevalence,4743,European Union,2,Female,15,50-54 years,465,Ovarian cancer,1,Number,1990,20139.168375569283,21332.455659077452,17549.097910601333
284096,5,Prevalence,4743,European Union,1,Male,15,50-54 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
284097,5,Prevalence,4743,European Union,2,Female,15,50-54 years,465,Ovarian cancer,2,Percent,1990,0.0014080169190451,0.0014920384984526,0.0012268149556407
283917,5,Prevalence,4743,European Union,2,Female,14,45-49 years,465,Ovarian cancer,2,Percent,1990,0.0013224227941308,0.0014100095635159,0.001096889249221
284098,5,Prevalence,4743,European Union,1,Male,15,50-54 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
284274,5,Prevalence,4743,European Union,1,Male,16,55-59 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
284275,5,Prevalence,4743,European Union,2,Female,16,55-59 years,465,Ovarian cancer,1,Number,1990,21958.39410009352,23195.44950954801,19442.618196505453
284276,5,Prevalence,4743,European Union,1,Male,16,55-59 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
284277,5,Prevalence,4743,European Union,2,Female,16,55-59 years,465,Ovarian cancer,2,Percent,1990,0.0016026346068664,0.0016932091206504,0.0014184691583544
284278,5,Prevalence,4743,European Union,1,Male,16,55-59 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
284099,5,Prevalence,4743,European Union,2,Female,15,50-54 years,465,Ovarian cancer,3,Rate,1990,140.50515056155976,148.8303706652807,122.43497835490406
178973,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,3,Rate,1990,443.7491312814453,500.3411058730329,384.3673030017807
178972,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,2,Percent,1990,0.006061261207164,0.0068104221541919,0.0052524034858159
178971,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,1,Number,1990,1342.2719338210777,1513.4538332750435,1162.6511619480118
178970,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,3,Rate,1990,68.4167606462134,81.11222204925392,60.11436815160679
178969,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,2,Percent,1990,0.0145636303123202,0.0172147928797178,0.0127562765391455
178968,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,1,Number,1990,887.7935505546451,1052.5331355405144,780.0595619637512
178967,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,25,50-69 years,465,Ovarian cancer,3,Rate,1990,439.7432590740115,483.8148987905849,403.3512313504913
178966,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,25,50-69 years,465,Ovarian cancer,2,Percent,1990,0.0268253852331334,0.0294839194555366,0.0246207366666199
178965,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,25,50-69 years,465,Ovarian cancer,1,Number,1990,3187.153285013728,3506.5739205782097,2923.3926285080006
178964,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,23,5-14 years,465,Ovarian cancer,3,Rate,1990,3.8984878409343584,5.172669509090313,2.880317794942632
178963,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,23,5-14 years,465,Ovarian cancer,2,Percent,1990,0.0033136078916593,0.0044211871329902,0.0024639501845637
178962,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,23,5-14 years,465,Ovarian cancer,1,Number,1990,14.387305603112331,19.08965220559642,10.629765704230154
178961,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,19,70-74 years,465,Ovarian cancer,3,Rate,1990,628.4037131816458,726.7043019541791,537.5330645755612
178960,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,19,70-74 years,465,Ovarian cancer,2,Percent,1990,0.0180058346747084,0.0208906756039685,0.0154074691065778
178959,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,19,70-74 years,465,Ovarian cancer,1,Number,1990,831.5064623759013,961.5782189635158,711.2660341745983
178958,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,18,65-69 years,465,Ovarian cancer,3,Rate,1990,558.1997555086592,639.1100336509778,486.4526959281493
178957,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,18,65-69 years,465,Ovarian cancer,2,Percent,1990,0.0225671397607147,0.0259338183885327,0.0196394201136691
178956,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,18,65-69 years,465,Ovarian cancer,1,Number,1990,924.3253026210128,1058.3049695610275,805.5190475045239
178955,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,17,60-64 years,465,Ovarian cancer,3,Rate,1990,500.862685596954,590.066024270467,431.6157698804347
178954,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,17,60-64 years,465,Ovarian cancer,2,Percent,1990,0.0273894075921448,0.0320810720886238,0.0237470771251247
178953,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,17,60-64 years,465,Ovarian cancer,1,Number,1990,878.5194053100245,1034.9831753146148,757.0594503878007
178951,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,16,55-59 years,465,Ovarian cancer,2,Percent,1990,0.0311524465539024,0.0367462232704495,0.0264055782493716
178926,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,8,15-19 years,465,Ovarian cancer,1,Number,1990,15.819823474612669,22.402171732991487,10.971019247906296
178950,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,16,55-59 years,465,Ovarian cancer,1,Number,1990,784.0111683337831,923.7772549578914,663.7900035427238
178949,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,15,50-54 years,465,Ovarian cancer,3,Rate,1990,304.10355541616866,369.8014129481693,251.38454216981717
178948,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,15,50-54 years,465,Ovarian cancer,2,Percent,1990,0.0291264557669642,0.0352207000672773,0.0240913184232358
178947,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,15,50-54 years,465,Ovarian cancer,1,Number,1990,600.2974087489094,729.9843293205665,496.2305983485023
178946,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,14,45-49 years,465,Ovarian cancer,3,Rate,1990,186.40906233565929,225.7736987208203,151.41510693588515
178945,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,14,45-49 years,465,Ovarian cancer,2,Percent,1990,0.023504161554467,0.0283780628500994,0.019185400209596
178944,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,14,45-49 years,465,Ovarian cancer,1,Number,1990,437.1999083528757,529.5249015924584,355.12581870300176
178943,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,13,40-44 years,465,Ovarian cancer,3,Rate,1990,86.52142140239279,114.9721063707736,68.16433765182094
178942,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,13,40-44 years,465,Ovarian cancer,2,Percent,1990,0.0156556614768287,0.0207275652273593,0.0122861401217525
178941,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,13,40-44 years,465,Ovarian cancer,1,Number,1990,218.68613923628968,290.5963130812963,172.28792122297855
178940,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,12,35-39 years,465,Ovarian cancer,3,Rate,1990,43.77971494392138,57.67329952610231,34.35108125075809
178952,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,16,55-59 years,465,Ovarian cancer,3,Rate,1990,420.6401321750609,495.6278715412,356.13869560059936
178939,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,12,35-39 years,465,Ovarian cancer,2,Percent,1990,0.0107885815498721,0.014188824427285,0.0084821164797148
178937,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,11,30-34 years,465,Ovarian cancer,3,Rate,1990,27.118930858030456,35.259749807977585,20.3752318564103
178936,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,11,30-34 years,465,Ovarian cancer,2,Percent,1990,0.0079211934047018,0.0102996629703764,0.0059741300295087
178935,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,11,30-34 years,465,Ovarian cancer,1,Number,1990,73.32555056771436,95.3371127012633,55.09159271939762
178934,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,10,25-29 years,465,Ovarian cancer,3,Rate,1990,16.953229540533865,21.95304746568667,12.620094830410084
178933,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,10,25-29 years,465,Ovarian cancer,2,Percent,1990,0.0054685142784393,0.0070789598520326,0.0040815723328308
178932,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,10,25-29 years,465,Ovarian cancer,1,Number,1990,49.170303874390186,63.671527143301695,36.6026954481585
178931,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,9,20-24 years,465,Ovarian cancer,3,Rate,1990,13.451332544214177,18.176291963452005,9.427288537242276
178930,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,9,20-24 years,465,Ovarian cancer,2,Percent,1990,0.004365127045053,0.0059207252995046,0.0030571870794538
178929,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,9,20-24 years,465,Ovarian cancer,1,Number,1990,34.76033953531347,46.97037100717163,24.36158271864761
178928,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,8,15-19 years,465,Ovarian cancer,3,Rate,1990,7.742094785615744,10.963443254521412,5.369128868499269
178927,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,8,15-19 years,465,Ovarian cancer,2,Percent,1990,0.0029364089920081,0.0041495556712705,0.0020429110028379
178938,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,12,35-39 years,465,Ovarian cancer,1,Number,1990,109.41164852337369,144.13366521495118,85.84817039169951
327299,6,Incidence,4743,European Union,1,Male,8,15-19 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
327300,6,Incidence,4743,European Union,2,Female,8,15-19 years,465,Ovarian cancer,2,Percent,1990,2.9669634832107053e-06,3.6393079549434218e-06,2.277293383828473e-06
327301,6,Incidence,4743,European Union,1,Male,8,15-19 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
327302,6,Incidence,4743,European Union,2,Female,8,15-19 years,465,Ovarian cancer,3,Rate,1990,1.5177332748832992,1.670965041569408,1.3048980455900792
58226,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,9,20-24 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
58227,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,9,20-24 years,465,Ovarian cancer,2,Percent,1990,0.0018149886104308,0.0023253567164454,0.0013939536995378
58228,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,9,20-24 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
58229,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,9,20-24 years,465,Ovarian cancer,3,Rate,1990,23.361972289298148,25.204440311787984,20.785112377708437
58230,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,10,25-29 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
58231,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,10,25-29 years,465,Ovarian cancer,1,Number,1990,6554.469675921915,6988.302882035362,5898.469511910438
58232,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,10,25-29 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
58233,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,10,25-29 years,465,Ovarian cancer,2,Percent,1990,0.0024635964285199,0.0031374044474859,0.0018787871440146
58234,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,10,25-29 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
58235,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,10,25-29 years,465,Ovarian cancer,3,Rate,1990,35.77028973221752,38.1378862343635,32.19024175102484
58236,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,11,30-34 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
58237,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,11,30-34 years,465,Ovarian cancer,1,Number,1990,11285.64708094421,11965.273144185276,9729.276663780764
58238,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,11,30-34 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
58239,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,11,30-34 years,465,Ovarian cancer,2,Percent,1990,0.0038987152874246,0.0049110930821863,0.0029849527988077
58240,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,11,30-34 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
58241,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,11,30-34 years,465,Ovarian cancer,3,Rate,1990,63.386583968127766,67.20374874526303,54.64512648452323
58225,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,9,20-24 years,465,Ovarian cancer,1,Number,1990,4221.91447559105,4554.880473437339,3756.231098023887
58224,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,9,20-24 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
58223,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,8,15-19 years,465,Ovarian cancer,3,Rate,1990,15.535695172190511,17.087776818577513,13.259744740696974
58222,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,8,15-19 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
58212,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,1,<5 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
58213,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,1,<5 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
58214,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,1,<5 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
58215,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,1,<5 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
58217,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,1,<5 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
58218,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,8,15-19 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
58219,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,8,15-19 years,465,Ovarian cancer,1,Number,1990,2629.9464360590023,2892.6892067651947,2244.6641773887995
58220,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,8,15-19 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
58221,2,DALYs (Disability-Adjusted Life Years),4743,European Union,2,Female,8,15-19 years,465,Ovarian cancer,2,Percent,1990,0.001443224616013,0.0018421704705557,0.0010638073444148
58216,2,DALYs (Disability-Adjusted Life Years),4743,European Union,1,Male,1,<5 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
328382,6,Incidence,4743,European Union,2,Female,14,45-49 years,465,Ovarian cancer,3,Rate,1990,23.087107929065496,24.42760361983796,19.26554198285261
328381,6,Incidence,4743,European Union,1,Male,14,45-49 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
328380,6,Incidence,4743,European Union,2,Female,14,45-49 years,465,Ovarian cancer,2,Percent,1990,4.8469065239681184e-05,5.692451663936495e-05,3.81385092357159e-05
328379,6,Incidence,4743,European Union,1,Male,14,45-49 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
328378,6,Incidence,4743,European Union,2,Female,14,45-49 years,465,Ovarian cancer,1,Number,1990,3216.784061671646,3403.558654057368,2684.315791320284
328377,6,Incidence,4743,European Union,1,Male,14,45-49 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
328202,6,Incidence,4743,European Union,2,Female,13,40-44 years,465,Ovarian cancer,3,Rate,1990,13.718965103844292,14.471664895810893,11.32073360140429
328201,6,Incidence,4743,European Union,1,Male,13,40-44 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
328200,6,Incidence,4743,European Union,2,Female,13,40-44 years,465,Ovarian cancer,2,Percent,1990,2.7295758143824757e-05,3.224073620316115e-05,2.145253375194069e-05
328199,6,Incidence,4743,European Union,1,Male,13,40-44 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
328198,6,Incidence,4743,European Union,2,Female,13,40-44 years,465,Ovarian cancer,1,Number,1990,2253.7051245532857,2377.3560971714724,1859.731775543191
328557,6,Incidence,4743,European Union,1,Male,15,50-54 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
328558,6,Incidence,4743,European Union,2,Female,15,50-54 years,465,Ovarian cancer,1,Number,1990,4195.320482473619,4398.016162966009,3650.123629272631
328559,6,Incidence,4743,European Union,1,Male,15,50-54 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
328560,6,Incidence,4743,European Union,2,Female,15,50-54 years,465,Ovarian cancer,2,Percent,1990,6.416954965714898e-05,7.471150052324771e-05,5.265091367207451e-05
328920,6,Incidence,4743,European Union,2,Female,17,60-64 years,465,Ovarian cancer,2,Percent,1990,9.815702248101934e-05,0.0001122805004218,8.131465555828455e-05
328919,6,Incidence,4743,European Union,1,Male,17,60-64 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
328918,6,Incidence,4743,European Union,2,Female,17,60-64 years,465,Ovarian cancer,1,Number,1990,5767.658001631682,6031.501674234376,5241.199012496575
328917,6,Incidence,4743,European Union,1,Male,17,60-64 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
328742,6,Incidence,4743,European Union,2,Female,16,55-59 years,465,Ovarian cancer,3,Rate,1990,36.36886736410793,38.053480586235736,32.313877850896866
328197,6,Incidence,4743,European Union,1,Male,13,40-44 years,465,Ovarian cancer,1,Number,1990,0.0,0.0,0.0
328741,6,Incidence,4743,European Union,1,Male,16,55-59 years,465,Ovarian cancer,3,Rate,1990,0.0,0.0,0.0
328739,6,Incidence,4743,European Union,1,Male,16,55-59 years,465,Ovarian cancer,2,Percent,1990,0.0,0.0,0.0
